Subject/Category,Course Name,Course code,Credit Hours,Course_level,Prerequisite,Corequisite,Major Applicable to,Requirement_type,Major_Applicable,Requirement_Type
MUS - Music,Opera Workshop,MUS 228,1 to 2,200,Audition,,,,['OTHER'],['General Elective']
MUS - Music,Fisk University Marching Band,MUS 229,1,200,Audition ,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Piano ,MUS 250A,1,200,"MUS 150A, MUS 150B",,,,['OTHER'],['General Elective']
MUS - Music,Secondary Piano ,MUS 250B,1,200,"MUS 150A, MUS 150B",,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 251,1,200,MUS 152,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 252,1,200,MUS 152,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 253,2,200,MUS 152,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 254,2,200,MUS 152,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Organ ,MUS 260A,1,200,MUS 160B,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Organ ,MUS 260B,1,200,MUS 160B,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 261,1,200,MUS 162,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 262,1,200,MUS 162 ,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 263,2,200,MUS 162,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 264,2,200,MUS 162,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Voice ,MUS 270A,1,200,MUS 170B,,,,['OTHER'],['General Elective']
MUS - Music,Secondary Voice ,MUS 270B,1,200,MUS 170B,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 271,1,200,MUS 172,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 272,1,200,MUS 172,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 273,2,200,MUS 172 ,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 274,2,200,MUS 172,,,,['OTHER'],['General Elective']
MUS - Music,Independent Study I,MUS 281,2 to 3,200,,,,,['OTHER'],['General Elective']
MUS - Music,Independent Study II,MUS 282,2 to 3,200,,,,,['OTHER'],['General Elective']
MUS - Music,Counterpoint ,MUS 303,3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Orchestration ,MUS 305,3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Music History and Literature I,MUS 307,3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Music History and Literature II,MUS 308,3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Music in the Elementary School ,MUS 313,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Music in the High School Year,MUS 315,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Junior Recital ,MUS 320,0,300,,,,,['OTHER'],['General Elective']
MUS - Music,Conducting ,MUS 323,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Conducting ,MUS 324,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Junior Recital ,MUS 350,0,300,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 351,1,300,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 352,1,300,N,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 355,3,300,"MUS 254, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 356,3,300,"MUS 254, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Junior Recital,MUS 360,0,300,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 361,1,300,MUS 262,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 362,1,300,MUS 262,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 365,3,300,"MUS 254, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 366,3,300,"MUS 254, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Junior Recital II,MUS 370,0,300,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 371,1,300,"MUS 272, MUS 157 or MUS 158",,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 372,1,300,"MUS 272, MUS 157 or MUS 158",,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 375,3,300,"MUS 274, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 376,3,300,"MUS 274, Junior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Independent Study ,MUS 381,2 to 3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Independent Study ,MUS 382,2 to 3,300,,,,,['OTHER'],['General Elective']
MUS - Music,Techniques of Teaching Brass and Percussion,MUS 383,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Techniques of Teaching Woodwinds and Strings ,MUS 384,2,300,,,,,['OTHER'],['General Elective']
MUS - Music,Junior Recital,MUS 390,0,300,,,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 420,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 430,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 440,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 450,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 451,2,400,"MUS 352, Mini Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.A in Music ,MUS 452,2,400,MUS 352,,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 455,3,400,"MUS 356, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Piano for B.Music ,MUS 456,3,400,"MUS 356, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 460,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 461,2,400,"MUS 362, Mini Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.A in Music ,MUS 462,2,400,"MUS 362, Mini recital ",,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 465,3,400,"MUS 366, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Organ for B.Music ,MUS 466,3,400,"MUS 366, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 470,0,400,,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 471,2,400,"MUS 372, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.A in Music ,MUS 472,2,400,"MUS 372, Senior Recital",,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 475,3,400,MUS 376,,,,['OTHER'],['General Elective']
MUS - Music,Principal Voice for B.Music ,MUS 476,3,400,MUS 376,,,,['OTHER'],['General Elective']
MUS - Music,Independent Study ,MUS 481,2 to 3,400,,,,,['OTHER'],['General Elective']
MUS - Music,Independent Study,MUS 482,2 to 3,400,,,,,['OTHER'],['General Elective']
MUS - Music,Senior Recital,MUS 490,0,400,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Space Exploration,NSCI 110,3,100,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Bioinformatics I,NSCI 285,3,200,,NSCI 285L,,,['OTHER'],['General Elective']
NSCI - Natural Science,Bioinformatics I Laboratory,NSCI 285L,1,200,,NSCI 285,,,['OTHER'],['General Elective']
NSCI - Natural Science,Pratical Tools for Bioinformatics,NSCI 286,3,200,"MATH 110, BIOL 101, BIOL 102",,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 290,1 to 3,200,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 291,1 to 3,200,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 292,1 to 3,200,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 293,1 to 3,200,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biophysics ,NSCI 323,3,300,,NSCI 323L,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biophysics Lab,NSCI 323L,1,300,,NSCI 323,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biophysics Seminar,NSCI 324,1,300,"NSCI 323, NSCI 323L",,,,['OTHER'],['General Elective']
NSCI - Natural Science,Statistics,NSCI 360,3,300,MATH 130,,,,"['Computer Science', 'Data Science', 'Mathematics']","['Cognates', 'Statistics', 'Cognates']"
NSCI - Natural Science,Biochemistry I,NSCI 361,3,300,CHEM 234,NSCI 361L,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biochemistry I Laboratory,NSCI 361L,1,300,,NSCI 361,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biochemistry II,NSCI 362,3,300,NSCI 361,NSCI 362,,,['OTHER'],['General Elective']
NSCI - Natural Science,Biochemistry II Laboratory,NSCI 362L,1,300,,NSCI 362L,,,['OTHER'],['General Elective']
NSCI - Natural Science,Special Topics ,NSCI 390,1 to 3,300,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Scientific Inquiry: Ethics and Culture I,NSCI 390S,1,300,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Scientific Inquiry: Ethics and Culture II,NSCI 391S,1,300,NSCI 390S,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 392,1 to 3,300,,,,,['OTHER'],['General Elective']
NSCI - Natural Science,Undergraduate Research,NSCI 393,1 to 3,300,,,,,['OTHER'],['General Elective']
NS - Naval Science,Sea Power in History,NS 131,3,100,,,,,['OTHER'],['General Elective']
NS - Naval Science,Organization and Management,NS 241,3,200,,,,,['OTHER'],['General Elective']
PHO - Photography,Photography I ,PHO 121,3,100,,,,,['OTHER'],['General Elective']
PHO - Photography,Digital Imaging,PHO 351,3,300,,,,,['OTHER'],['General Elective']
PHYS - Physics,Seminar I,PHYS 110,0,100,,,,,['OTHER'],['General Elective']
PHYS - Physics,Physics for the Life Sciences I ,PHYS 117,3,100,MATH 110,PHYS 117L,,,['OTHER'],['General Elective']
PHYS - Physics,Physics for the Life Science I Laboratory,PHYS 117L,1,100,MATH 110,PHYS 117,,,['OTHER'],['General Elective']
PHYS - Physics,Physics for the Life Sciences II,PHYS 118,3,100,PHYS 117,PHYS 118L,,,['OTHER'],['General Elective']
PHYS - Physics,Physics for the Life Sciences II Laboratory,PHYS 118L,1,100,PHYS 117,PHYS 118,,,['OTHER'],['General Elective']
PHYS - Physics,University Physics I ,PHYS 130,3,100,MATH 110,PHYS 130L,,,['Mathematics'],['Cognates']
PHYS - Physics,Experiments in General Physics I,PHYS 130L,1,100,MATH 110,PHYS 130,,,['Mathematics'],['Cognates']
PHYS - Physics,University Physics II,PHYS 140,3,100,PHYS 130,PHYS 140L,,,['OTHER'],['General Elective']
PHYS - Physics,Experiments in General Physics II,PHYS 140L,1,100,PHYS 130,PHYS 140,,,['OTHER'],['General Elective']
PHYS - Physics,Modern Physics,PHYS 232,3,200,PHYS 140 or PHYS 118,PHYS 234,,,['OTHER'],['General Elective']
PHYS - Physics,Experiments in Modern Physics,PHYS 234,1,200,PHYS 140 or PHYS 118,PHYS 232,,,['OTHER'],['General Elective']
PHYS - Physics,Electronics ,PHYS 252,3,200,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 120",,,,['OTHER'],['General Elective']
PHYS - Physics,Heat and Thermodynamics ,PHYS 262,3,200,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 120",,,,['OTHER'],['General Elective']
PHYS - Physics,Biophysics ,PHYS 323,3,300,,PHYS 323L,,,['OTHER'],['General Elective']
PHYS - Physics,Biophysics Laboratory,PHYS 323L,1,300,,PHYS 323,,,['OTHER'],['General Elective']
PHYS - Physics,Biophysics Seminar,PHYS 324,1,300,"PHYS 323, PHYS 323L",,,,['OTHER'],['General Elective']
PHYS - Physics,Introduction to Astrophysics,PHYS 330,3,300,PHYS 130,MATH 130,,,['OTHER'],['General Elective']
PHYS - Physics,Methods in Theoretical Physics,PHYS 340,3,300,,,,,['OTHER'],['General Elective']
PHYS - Physics,Theoretical Mechanics,PHYS 341,3,300,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 120",,,,['OTHER'],['General Elective']
PHYS - Physics,Intermediate Electricity and Magnetism,PHYS 351,3,300,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Introduction to Materials Science,PHYS 359,3,300,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 130",,,,['OTHER'],['General Elective']
PHYS - Physics,Special Problems in Experimental Physics,PHYS 381,2 to 3,300,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Special Problems in Theoretical Physics,PHYS 382,2 to 3,300,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Topics In High Energy Astrophysics,PHYS 430,3,400,PHYS 330,,,,['OTHER'],['General Elective']
PHYS - Physics,Solid State Physics,PHYS 441,3,400,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Quantum Mechanics,PHYS 451,3,400,"PHYS 341, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Introduction to Modern Optics,PHYS 472,3,400,"PHYS 130 or PHYS 117, PHYS 140 or PHYS 118, MATH 210",,,,['OTHER'],['General Elective']
PHYS - Physics,Senior Seminar,PHYS 490,1,400,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Introduction to Political Science,PSCI 111,3,100,,,,,['OTHER'],['General Elective']
PSCI - Political Science,American Political Systems,PSCI 122,3,100,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Introduction to Public Administration,PSCI 130,3,100,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Admiinistrative Behavior,PSCI 205,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Public Policy Analysis,PSCI 212,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Public Personnel Administration,PSCI 216,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,International Politics ,PSCI 221,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,American Foreign Policy,PSCI 228,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Classical Political Theory,PSCI 231,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Modern Political Theory,PSCI 232,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,African-American Political Thought,PSCI 245,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Judicial Process,PSCI 252,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Politics in the Black Community,PSCI 254,3,200,,,,,['OTHER'],['General Elective']
PSCI - Political Science,American Constitutional Law,PSCI 305,3,300,Junior or Instructor Permission,,,,['OTHER'],['General Elective']
PSCI - Political Science,Internship in Political Science,PSCI 310,3 to 12,300,Junior,,,,['OTHER'],['General Elective']
PSCI - Political Science,Public Financial Administration,PSCI 314,3,300,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Selected Topics in Political Science ,PSCI 320,3,300,,,,,['OTHER'],['General Elective']
PSCI - Political Science,International Law and organization,PSCI 321,3,300,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Independent Study in Political Science,PSCI 340,3,300,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Administrative Law,PSCI 342,3,300,,,,,['OTHER'],['General Elective']
PSCI - Political Science,African Political Systems,PSCI 406,3,400,,,,,['OTHER'],['General Elective']
PSCI - Political Science,Senior Seminar,PSCI 442,3,400,Senior,,,,['OTHER'],['General Elective']
PSY - Psychology,General Psychology,PSY 180,3,100,,,,,['OTHER'],['General Elective']
PSY - Psychology,Child and Adolescent Development,PSY 205,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Biological Psychology,PSY 217,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Introduction to Personality,PSY 221,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Psychological Assessment ,PSY 224,3,200,"PSY 180, HSS 280",,,,['OTHER'],['General Elective']
PSY - Psychology,Psychology of Women and Gender,PSY 231,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Psychology of Women and Gender Honors,PSY 231H,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Organizational Psychology,PSY 256,3,200,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Learning and Cognition,PSY 262,3,200,"PSY 180, HSS 280",,,,['OTHER'],['General Elective']
PSY - Psychology,Experimental and Quasi-Research Experimental Designs in Psychology,PSY 310,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Social Psychology ,PSY 341,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Abnormal Psychology,PSY 348,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Field Placement,PSY 374,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Special Topics in Psychology ,PSY 380,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Psychology of Race and Ethnicity,PSY 380R,3,300,PSY 180,,,,['OTHER'],['General Elective']
PSY - Psychology,Independent Readings and Research ,PSY 450,1 to 3,400,,,,,['OTHER'],['General Elective']
PSY - Psychology,Senior Seminar,PSY 481,3,400,Senior,,,,['OTHER'],['General Elective']
SOC - Sociology,Introduction to Sociology,SOC 100,3,400,,,,,['OTHER'],['General Elective']
SOC - Sociology,Family Life,SOC 101,3,100,,,,,['OTHER'],['General Elective']
SOC - Sociology,Relations between Men and Women,SOC 108,3,100,,,,,['OTHER'],['General Elective']
SOC - Sociology,Social Problems,SOC 115,3,100,,,,,['OTHER'],['General Elective']
SOC - Sociology,Urban Sociology,SOC 206,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,Environmental Justice,SOC 220,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,"Media, Society, and Culture",SOC 245,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,Deviance and Social Control,SOC 254,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,Women and Crime,SOC 260,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,"Life Cycle, Adulthood, and Aging",SOC 282,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,Research Methods,SOC 290,3,200,,,,,['OTHER'],['General Elective']
SOC - Sociology,Demography,SOC 326,3,300,"SOC 100, CORE 130 or MATH",,,,['OTHER'],['General Elective']
SOC - Sociology,Social Psychology ,SOC 342,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Environmental Justice,SOC 345,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Social Movements and Social Change,SOC 347,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Criminology,SOC 351,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,African and Americas,SOC 352,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Juvenile Delinquency,SOC 355,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Law and Society,SOC 358,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Special Topics in Sociology,SOC 360,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Medical Sociology,SOC 365,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Practicum I,SOC 370,3,300,Junior,,,,['OTHER'],['General Elective']
SOC - Sociology,Classical Sociological Theory,SOC 373,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Sociological Theory,SOC 374,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Social Dimensions of Disaster,SOC 375,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Race and Ethnicity,SOC 376,3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Independent Readings and Research ,SOC 380,1 to 3,300,SOC 100,,,,['OTHER'],['General Elective']
SOC - Sociology,Practicum II,SOC 390,3,300,,,,,['OTHER'],['General Elective']
SOC - Sociology,Senior Seminar ,SOC 499,3,400,"SOC 100, HSS 280, SOC 374",,,,['OTHER'],['General Elective']
SOC - Sociology,Senior Seminar,SOC 499M,3,400,"SOC 100, SOC 374",,,,['OTHER'],['General Elective']
SOJ - Social Justice,Introduction to Social Justice,SOJ 100,3,100,,,,,['OTHER'],['General Elective']
SPAN - Spanish,Elementary Spanish I,SPAN 101,3,100,,,,,['OTHER'],['General Elective']
SPAN - Spanish,Elementary Spanish II,SPAN 102,3,100,,,,,['OTHER'],['General Elective']
SPAN - Spanish,Intensive Intermediate Spanish,SPAN 200,3,100,SPAN 101,,,,['OTHER'],['General Elective']
SPAN - Spanish,Spanish for the Health Care Professional,SPAN 300,3,200,SPAN 102,,,,['OTHER'],['General Elective']
SPAN - Spanish,Language and Culture,SPAN 310,3,300,SPAN 200,,,,['OTHER'],['General Elective']
SPAN - Spanish,Conversation and Composition in Spanish I,SPAN 311,3,300,SPAN 200,,,,['OTHER'],['General Elective']
SPAN - Spanish,Conversation and Composition in Spanish II,SPAN 312,3,300,SPAN 200,,,,['OTHER'],['General Elective']
SPAN - Spanish,Survey of Spanish Literature I,SPAN 313,3,300,SPAN 311,,,,['OTHER'],['General Elective']
SPAN - Spanish,Survey of Spanish Literature II,SPAN 314,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPAN - Spanish,Business Language,SPAN 320,3,300,SPAN 313,,,,['OTHER'],['General Elective']
SPAN - Spanish,Independent Study in Spanish,SPAN 330,3,300,SPAN 200,,,,['OTHER'],['General Elective']
SPAN - Spanish,Survey of Latin American Literature,SPAN 340,1 to 3,300,Instructor Permission,,,,['OTHER'],['General Elective']
SPAN - Spanish,Caribbean Literature,SPAN 350,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPAN - Spanish,The Golden Age of Spanish Literature,SPAN 360,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPAN - Spanish,20th Century Spanish Literature,SPAN 370,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPAN - Spanish,Seminar,SPAN 380,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPED - Special Education,Introduction to Special Education,SPED 210,3,300,SPAN 312,,,,['OTHER'],['General Elective']
SPED - Special Education,Professional Aspects of Special Education,SPED 270,3,200,,,,,['OTHER'],['General Elective']
SPED - Special Education,Practical Application of Special Education ,SPED 280,3,200,,,,,['OTHER'],['General Elective']
SPED - Special Education,Characteristics and Needs of Exceptional Children,SPED 310,3,200,Field Experience ,,,,['OTHER'],['General Elective']
SPED - Special Education,Nature of Learning Disabled Children ,SPED 311,3,300,Field Experience ,,,,['OTHER'],['General Elective']
SPED - Special Education,Nature of Learning Disabled Children (Summer)  ,SPED 311BL,3,300,,,,,['OTHER'],['General Elective']
SPED - Special Education,Techniques and Strategies,SPED 350,3,300,"EDUC 250, EDUC 260, SPED 210",,,,['OTHER'],['General Elective']
SPED - Special Education,Managing Inappropriate Classroom Behavior,SPED 360,3,300,Field Experience ,,,,['OTHER'],['General Elective']
SPED - Special Education,Procedures for Teaching the Gifted ,SPED 400,3,300,,,,,['OTHER'],['General Elective']
SPED - Special Education,Assessment in Special Education,SPED 410,3,400,Field Experience ,,,,['OTHER'],['General Elective']
SPED - Special Education,Integrating Technology in Special Education,SPED 420,3,400,Field Experience ,,,,['OTHER'],['General Elective']
SPED - Special Education,Student Teaching of Exceptional Children,SPED 480,3,400,,,,,['OTHER'],['General Elective']
SW - Social Work,Introduction to Social Work,SW 204,9,400,"Completion of course requirements, admission to the Teacher Education Program",,,,['OTHER'],['General Elective']
SW - Social Work,Interviewing and Counseling Techniques,SW 215,3,200,,,,,['OTHER'],['General Elective']
SW - Social Work,Understanding Human Diversity,SW 230,3,200,,,,,['OTHER'],['General Elective']
SW - Social Work,Social Welfare Policies and Services I,SW 255,3,200,,,,,['OTHER'],['General Elective']
SW - Social Work,Human Behavior and the Social Environment I: Infancy through Adolescence,SW 270,3,200,,,,,['OTHER'],['General Elective']
SW - Social Work,"Generalist Practice I: Individuals, Families and Groups",SW 360,3,200,,,,,['OTHER'],['General Elective']
SW - Social Work,Social Welfare Policies and Services II,SW 378,3,300,,,,,['OTHER'],['General Elective']
SW - Social Work,Human Behavior and the Social Environment I: Iadulthood,SW 389,3,300,SW 255,,,,['OTHER'],['General Elective']
SW - Social Work,Social Work Research Methods,SW 399,3,300,,,,,['OTHER'],['General Elective']
SW - Social Work,Generalist Practice II: Organizations and Communities,SW 448,3,300,,,,,['OTHER'],['General Elective']
SW - Social Work,Social Work Field Experience and Seminar I,SW 485,3,400,SW 360,,,,['OTHER'],['General Elective']
SW - Social Work,Social Work Field Experience and Seminar II,SW 486,6,400,,,,,['OTHER'],['General Elective']
,,nan,6,400,,,,,['OTHER'],['General Elective']
